 Acceler X, Acceler Y, Acceler Z, Gyro X, Gyro Y, Gyro Z
-0.37841797,0.61083984,-0.6242676,-0.3815918,0.638916,-0.6010742
-0.36743164,0.58813477,-0.66796875,-0.37841797,0.61083984,-0.6242676
-0.37231445,0.5686035,-0.6784668,-0.36743164,0.58813477,-0.66796875
-0.38378906,0.5698242,-0.66918945,-0.37231445,0.5686035,-0.6784668
-0.4189453,0.59155273,-0.66259766,-0.38378906,0.5698242,-0.66918945
-0.4206543,0.51904297,-0.673584,-0.4189453,0.59155273,-0.66259766
-0.42211914,0.49804688,-0.703125,-0.4206543,0.51904297,-0.673584
-0.41137695,0.5046387,-0.7363281,-0.42211914,0.49804688,-0.703125
-0.4169922,0.5061035,-0.7385254,-0.41137695,0.5046387,-0.7363281
-0.41064453,0.49121094,-0.7409668,-0.4169922,0.5061035,-0.7385254
-0.38183594,0.43676758,-0.75097656,-0.41064453,0.49121094,-0.7409668
-0.35791016,0.37524414,-0.73999023,-0.38183594,0.43676758,-0.75097656
-0.3552246,0.34350586,-0.72436523,-0.35791016,0.37524414,-0.73999023
-0.34375,0.33374023,-0.7597656,-0.3552246,0.34350586,-0.72436523
-0.30444336,0.37329102,-0.826416,-0.34375,0.33374023,-0.7597656
-0.28710938,0.3918457,-0.8623047,-0.30444336,0.37329102,-0.826416
-0.2783203,0.33154297,-0.8991699,-0.28710938,0.3918457,-0.8623047
-0.26953125,0.31860352,-0.87231445,-0.2783203,0.33154297,-0.8991699
-0.29370117,0.3293457,-0.8520508,-0.26953125,0.31860352,-0.87231445
-0.3166504,0.32958984,-0.8483887,-0.29370117,0.3293457,-0.8520508
-0.28735352,0.3371582,-0.8781738,-0.3166504,0.32958984,-0.8483887
-0.2692871,0.3557129,-0.8869629,-0.28735352,0.3371582,-0.8781738
-0.27734375,0.35058594,-0.89331055,-0.2692871,0.3557129,-0.8869629
-0.30322266,0.33129883,-0.89160156,-0.27734375,0.35058594,-0.89331055
-0.3166504,0.32666016,-0.8859863,-0.30322266,0.33129883,-0.89160156
-0.3413086,0.31518555,-0.8869629,-0.3166504,0.32666016,-0.8859863
-0.31030273,0.35302734,-0.88623047,-0.3413086,0.31518555,-0.8869629
-0.31054688,0.36547852,-0.87353516,-0.31030273,0.35302734,-0.88623047
-0.33789063,0.35791016,-0.85302734,-0.31054688,0.36547852,-0.87353516
-0.33740234,0.35009766,-0.84375,-0.33789063,0.35791016,-0.85302734
-0.33251953,0.36279297,-0.8425293,-0.33789063,0.35791016,-0.85302734
-0.34301758,0.36083984,-0.84594727,-0.33251953,0.36279297,-0.8425293
-0.35742188,0.33740234,-0.84399414,-0.34301758,0.36083984,-0.84594727
-0.35009766,0.32836914,-0.8391113,-0.34301758,0.36083984,-0.84594727
-0.3408203,0.33740234,-0.84399414,-0.35009766,0.32836914,-0.8391113
-0.33544922,0.37231445,-0.8276367,-0.3408203,0.33740234,-0.84399414
-0.34594727,0.36450195,-0.8227539,-0.3408203,0.33740234,-0.84399414
-0.3544922,0.34033203,-0.8515625,-0.34594727,0.36450195,-0.8227539
-0.35229492,0.3564453,-0.87158203,-0.3544922,0.34033203,-0.8515625
-0.35620117,0.36328125,-0.87524414,-0.3544922,0.34033203,-0.8515625
-0.35791016,0.34814453,-0.8757324,-0.35620117,0.36328125,-0.87524414
-0.35498047,0.34375,-0.8762207,-0.35791016,0.34814453,-0.8757324
-0.35961914,0.3491211,-0.8664551,-0.35791016,0.34814453,-0.8757324
-0.36108398,0.3540039,-0.86083984,-0.35961914,0.3491211,-0.8664551
-0.3618164,0.35205078,-0.8457031,-0.36108398,0.3540039,-0.86083984
-0.3659668,0.36743164,-0.84375,-0.36108398,0.3540039,-0.86083984
-0.3642578,0.36987305,-0.8630371,-0.3659668,0.36743164,-0.84375
-0.3474121,0.37939453,-0.88378906,-0.3642578,0.36987305,-0.8630371
-0.34594727,0.3815918,-0.8779297,-0.3642578,0.36987305,-0.8630371
-0.36621094,0.37573242,-0.861084,-0.34594727,0.3815918,-0.8779297
-0.36376953,0.37817383,-0.82958984,-0.36621094,0.37573242,-0.861084
-0.36621094,0.36694336,-0.8305664,-0.36621094,0.37573242,-0.861084
-0.34960938,0.359375,-0.8400879,-0.36621094,0.36694336,-0.8305664
-0.3635254,0.3815918,-0.8417969,-0.34960938,0.359375,-0.8400879
-0.3774414,0.38354492,-0.83984375,-0.3635254,0.3815918,-0.8417969
-0.38256836,0.38427734,-0.84399414,-0.3774414,0.38354492,-0.83984375
-0.36865234,0.3955078,-0.85961914,-0.38256836,0.38427734,-0.84399414
-0.34765625,0.42089844,-0.8691406,-0.36865234,0.3955078,-0.85961914
-0.30029297,0.4338379,-0.87402344,-0.34765625,0.42089844,-0.8691406
-0.35180664,0.4111328,-0.9038086,-0.30029297,0.4338379,-0.87402344
-0.38305664,0.47314453,-0.9223633,-0.35180664,0.4111328,-0.9038086
-0.40844727,0.5625,-0.9094238,-0.38305664,0.47314453,-0.9223633
-0.39941406,0.59887695,-1.0427246,-0.40844727,0.5625,-0.9094238
-0.4025879,0.6191406,-1.1201172,-0.39941406,0.59887695,-1.0427246
-0.4885254,0.60913086,-1.2358398,-0.4025879,0.6191406,-1.1201172
-0.5358887,0.45629883,-1.2177734,-0.4885254,0.60913086,-1.2358398
-0.5444336,0.3671875,-1.2021484,-0.5358887,0.45629883,-1.2177734
-0.4885254,0.31567383,-1.21875,-0.5444336,0.3671875,-1.2021484
-0.4753418,0.22290039,-1.1147461,-0.4885254,0.31567383,-1.21875
-0.5415039,0.17797852,-1.0637207,-0.4753418,0.22290039,-1.1147461
-0.69384766,0.17797852,-0.9641113,-0.5415039,0.17797852,-1.0637207
-0.69018555,0.079833984,-1.0734863,-0.69384766,0.17797852,-0.9641113
-0.62524414,0.09448242,-1.1008301,-0.69018555,0.079833984,-1.0734863
-0.6833496,0.37670898,-0.9145508,-0.62524414,0.09448242,-1.1008301
-0.8208008,0.22216797,-0.46289063,-0.6833496,0.37670898,-0.9145508
-0.8310547,0.10595703,-0.2331543,-0.8208008,0.22216797,-0.46289063
-0.8388672,0.06542969,-0.09472656,-0.8310547,0.10595703,-0.2331543
-0.78466797,0.118652344,-0.2241211,-0.8388672,0.06542969,-0.09472656
-0.74560547,0.28808594,-0.3173828,-0.78466797,0.118652344,-0.2241211
-0.65966797,0.34545898,-0.5336914,-0.74560547,0.28808594,-0.3173828
-0.5834961,0.43188477,-0.6489258,-0.65966797,0.34545898,-0.5336914
-0.53271484,0.5378418,-0.6516113,-0.5834961,0.43188477,-0.6489258
-0.4423828,0.5197754,-0.5925293,-0.53271484,0.5378418,-0.6516113
-0.4465332,0.5161133,-0.46850586,-0.4423828,0.5197754,-0.5925293
-0.40234375,0.4658203,-0.4819336,-0.4465332,0.5161133,-0.46850586
-0.39624023,0.26953125,-0.54589844,-0.40234375,0.4658203,-0.4819336
-0.33789063,0.07495117,-0.57373047,-0.39624023,0.26953125,-0.54589844
-0.2980957,0.109375,-0.5336914,-0.39624023,0.26953125,-0.54589844
-0.25024414,0.24438477,-0.45263672,-0.2980957,0.109375,-0.5336914
-0.20996094,0.37353516,-0.54467773,-0.25024414,0.24438477,-0.45263672
-0.25219727,0.21533203,-0.6123047,-0.25024414,0.24438477,-0.45263672
-0.26391602,0.16308594,-0.8417969,-0.25219727,0.21533203,-0.6123047
-0.21850586,0.23901367,-1.0400391,-0.26391602,0.16308594,-0.8417969
-0.24316406,0.25195313,-1.0007324,-0.26391602,0.16308594,-0.8417969
-0.30541992,0.21459961,-0.8273926,-0.24316406,0.25195313,-1.0007324
-0.42333984,0.21679688,-0.654541,-0.30541992,0.21459961,-0.8273926
-0.47827148,0.19506836,-0.6906738,-0.30541992,0.21459961,-0.8273926
-0.4963379,0.17236328,-0.78686523,-0.47827148,0.19506836,-0.6906738
-0.49658203,0.10253906,-0.89746094,-0.4963379,0.17236328,-0.78686523
-0.51904297,0.08251953,-0.92456055,-0.4963379,0.17236328,-0.78686523
-0.5588379,0.075927734,-0.9641113,-0.51904297,0.08251953,-0.92456055
-0.5371094,-0.037109375,-0.9941406,-0.5588379,0.075927734,-0.9641113
-0.5456543,-0.05493164,-0.98950195,-0.5588379,0.075927734,-0.9641113
-0.5024414,0.005126953,-0.94311523,-0.5456543,-0.05493164,-0.98950195
-0.49438477,0.030517578,-0.8815918,-0.5024414,0.005126953,-0.94311523
-0.50805664,0.04638672,-0.85131836,-0.5024414,0.005126953,-0.94311523
-0.5554199,0.0637207,-0.8083496,-0.50805664,0.04638672,-0.85131836
-0.5012207,0.111083984,-0.8666992,-0.5554199,0.0637207,-0.8083496
-0.48754883,0.07104492,-0.8984375,-0.5554199,0.0637207,-0.8083496
-0.4921875,0.09301758,-0.92041016,-0.48754883,0.07104492,-0.8984375
-0.49365234,0.045166016,-0.9099121,-0.4921875,0.09301758,-0.92041016
-0.49902344,0.029785156,-0.88500977,-0.49365234,0.045166016,-0.9099121
-0.49243164,2.44E-04,-0.8581543,-0.49902344,0.029785156,-0.88500977
-0.5058594,0.004150391,-0.8083496,-0.49243164,2.44E-04,-0.8581543
-0.50146484,0.037353516,-0.8022461,-0.5058594,0.004150391,-0.8083496
-0.49194336,0.099365234,-0.8937988,-0.50146484,0.037353516,-0.8022461
-0.49682617,0.1640625,-0.998291,-0.49194336,0.099365234,-0.8937988
-0.5253906,0.16625977,-1.0302734,-0.49682617,0.1640625,-0.998291
-0.5202637,0.16503906,-0.9719238,-0.5253906,0.16625977,-1.0302734
-0.49658203,0.203125,-0.84350586,-0.5202637,0.16503906,-0.9719238
-0.5070801,0.22607422,-0.8066406,-0.49658203,0.203125,-0.84350586
-0.5209961,0.27954102,-0.7897949,-0.5070801,0.22607422,-0.8066406
-0.49658203,0.265625,-0.8601074,-0.5209961,0.27954102,-0.7897949
-0.49658203,0.25732422,-0.890625,-0.49658203,0.265625,-0.8601074
-0.4873047,0.33398438,-0.8449707,-0.49658203,0.25732422,-0.890625
-0.5292969,0.29467773,-0.78881836,-0.4873047,0.33398438,-0.8449707
-0.53466797,0.3010254,-0.7373047,-0.5292969,0.29467773,-0.78881836
-0.51293945,0.3347168,-0.6296387,-0.53466797,0.3010254,-0.7373047
-0.5136719,0.3322754,-0.5217285,-0.51293945,0.3347168,-0.6296387
-0.5192871,0.34301758,-0.48046875,-0.5136719,0.3322754,-0.5217285
-0.5410156,0.35888672,-0.4020996,-0.5192871,0.34301758,-0.48046875
-0.5839844,0.33007813,-0.42016602,-0.5410156,0.35888672,-0.4020996
-0.6086426,0.3239746,-0.43676758,-0.5839844,0.33007813,-0.42016602
-0.60961914,0.3269043,-0.38916016,-0.6086426,0.3239746,-0.43676758
-0.63793945,0.31811523,-0.28344727,-0.60961914,0.3269043,-0.38916016
-0.6647949,0.33740234,-0.24487305,-0.63793945,0.31811523,-0.28344727
-0.70947266,0.33789063,-0.31396484,-0.6647949,0.33740234,-0.24487305
-0.6550293,0.29882813,-0.57788086,-0.70947266,0.33789063,-0.31396484
-0.62524414,0.27807617,-0.66845703,-0.6550293,0.29882813,-0.57788086
-0.7084961,0.29125977,-0.7385254,-0.62524414,0.27807617,-0.66845703
-0.77441406,0.2783203,-0.6623535,-0.7084961,0.29125977,-0.7385254
-0.7709961,0.24267578,-0.62841797,-0.77441406,0.2783203,-0.6623535
-0.8088379,0.095947266,-0.68310547,-0.7709961,0.24267578,-0.62841797
-0.7458496,-0.046875,-0.84472656,-0.8088379,0.095947266,-0.68310547
-0.7351074,0.010009766,-0.90649414,-0.8088379,0.095947266,-0.68310547
-0.81103516,-0.01586914,-0.9328613,-0.7351074,0.010009766,-0.90649414
-0.79174805,-0.12158203,-0.88916016,-0.81103516,-0.01586914,-0.9328613
-0.76220703,-0.15332031,-0.88378906,-0.81103516,-0.01586914,-0.9328613
-0.6936035,-0.109375,-0.85424805,-0.76220703,-0.15332031,-0.88378906
-0.6845703,-0.083984375,-0.87158203,-0.6936035,-0.109375,-0.85424805
-0.67285156,-0.087646484,-0.89501953,-0.6936035,-0.109375,-0.85424805
-0.6538086,-0.1027832,-0.96191406,-0.67285156,-0.087646484,-0.89501953
-0.65185547,-0.17089844,-0.9375,-0.6538086,-0.1027832,-0.96191406
-0.6652832,-0.20532227,-0.9169922,-0.6538086,-0.1027832,-0.96191406
-0.67749023,-0.21972656,-0.8967285,-0.6652832,-0.20532227,-0.9169922
-0.6213379,-0.1459961,-0.8823242,-0.67749023,-0.21972656,-0.8967285
-0.5996094,-0.09814453,-0.8574219,-0.67749023,-0.21972656,-0.8967285
-0.6015625,-0.049560547,-0.76171875,-0.5996094,-0.09814453,-0.8574219
-0.60546875,-0.010498047,-0.75268555,-0.6015625,-0.049560547,-0.76171875
-0.59521484,0.00390625,-0.77905273,-0.6015625,-0.049560547,-0.76171875
