 Acceler X, Acceler Y, Acceler Z, Gyro X, Gyro Y, Gyro Z
-0.15136719,0.51660156,-0.030761719,-0.2446289,0.50683594,-0.06933594
-0.06274414,0.48535156,-0.019042969,-0.15136719,0.51660156,-0.030761719
0.012695313,0.46728516,-0.001708984,-0.06274414,0.48535156,-0.019042969
0.04663086,0.4794922,-0.001953125,-0.06274414,0.48535156,-0.019042969
0.1616211,0.5214844,-0.03149414,0.04663086,0.4794922,-0.001953125
0.32348633,0.5529785,-0.10986328,0.1616211,0.5214844,-0.03149414
0.41015625,0.55078125,-0.1586914,0.1616211,0.5214844,-0.03149414
0.56762695,0.5019531,-0.2619629,0.41015625,0.55078125,-0.1586914
0.74609375,0.611084,-0.3935547,0.56762695,0.5019531,-0.2619629
0.8388672,0.7553711,-0.44482422,0.56762695,0.5019531,-0.2619629
1.0029297,0.8125,-0.50268555,0.8388672,0.7553711,-0.44482422
1.013916,0.5605469,-0.54345703,1.0029297,0.8125,-0.50268555
1.0749512,0.517334,-0.55078125,1.0029297,0.8125,-0.50268555
1.2231445,0.72680664,-0.5209961,1.0749512,0.517334,-0.55078125
1.2788086,0.7373047,-0.4765625,1.2231445,0.72680664,-0.5209961
1.2744141,0.63427734,-0.45874023,1.2231445,0.72680664,-0.5209961
1.3022461,0.4650879,-0.4362793,1.2744141,0.63427734,-0.45874023
1.4155273,0.41210938,-0.45751953,1.3022461,0.4650879,-0.4362793
1.4804688,0.40722656,-0.46850586,1.4155273,0.41210938,-0.45751953
1.559082,0.38354492,-0.49389648,1.4804688,0.40722656,-0.46850586
1.4934082,0.46533203,-0.52783203,1.559082,0.38354492,-0.49389648
1.4460449,0.4868164,-0.5476074,1.4934082,0.46533203,-0.52783203
1.3654785,0.4284668,-0.46801758,1.4460449,0.4868164,-0.5476074
1.2666016,0.20117188,-0.38330078,1.3654785,0.4284668,-0.46801758
1.190918,0.26708984,-0.28955078,1.2666016,0.20117188,-0.38330078
1.1640625,0.4440918,-0.21191406,1.190918,0.26708984,-0.28955078
1.0688477,0.40771484,-0.19140625,1.1640625,0.4440918,-0.21191406
1.059082,0.36645508,-0.18017578,1.0688477,0.40771484,-0.19140625
1.020752,0.39038086,-0.16455078,1.059082,0.36645508,-0.18017578
1.032959,0.39672852,-0.099365234,1.020752,0.39038086,-0.16455078
1.0136719,0.35913086,-0.083740234,1.032959,0.39672852,-0.099365234
0.9897461,0.35302734,-0.06933594,1.0136719,0.35913086,-0.083740234
0.9519043,0.3984375,-0.05493164,0.9897461,0.35302734,-0.06933594
0.9448242,0.3959961,-0.037597656,0.9519043,0.3984375,-0.05493164
0.96972656,0.39453125,-0.003417969,0.9448242,0.3959961,-0.037597656
0.97143555,0.3564453,0.03540039,0.96972656,0.39453125,-0.003417969
0.9506836,0.33813477,0.053466797,0.97143555,0.3564453,0.03540039
0.91845703,0.33496094,0.055419922,0.9506836,0.33813477,0.053466797
0.9291992,0.34326172,0.06738281,0.91845703,0.33496094,0.055419922
0.9458008,0.33935547,0.076171875,0.9291992,0.34326172,0.06738281
0.9760742,0.31713867,0.07495117,0.9458008,0.33935547,0.076171875
0.9746094,0.29736328,0.064453125,0.9760742,0.31713867,0.07495117
0.9782715,0.28955078,0.038330078,0.9746094,0.29736328,0.064453125
0.97753906,0.28027344,-0.002197266,0.9782715,0.28955078,0.038330078
0.96191406,0.26660156,-0.014892578,0.97753906,0.28027344,-0.002197266
0.9538574,0.26586914,-0.020751953,0.96191406,0.26660156,-0.014892578
0.95654297,0.27246094,-0.028564453,0.9538574,0.26586914,-0.020751953
0.96240234,0.2626953,-0.030029297,0.95654297,0.27246094,-0.028564453
0.96850586,0.25463867,-0.03881836,0.96240234,0.2626953,-0.030029297
0.97265625,0.25390625,-0.060791016,0.96850586,0.25463867,-0.03881836
0.9658203,0.24975586,-0.08862305,0.97265625,0.25390625,-0.060791016
0.953125,0.23608398,-0.10083008,0.97265625,0.25390625,-0.060791016
0.923584,0.2541504,-0.10839844,0.953125,0.23608398,-0.10083008
0.91308594,0.19335938,-0.13745117,0.923584,0.2541504,-0.10839844
0.9296875,0.14038086,-0.14746094,0.923584,0.2541504,-0.10839844
0.94970703,0.09057617,-0.16186523,0.9296875,0.14038086,-0.14746094
0.97143555,0.07128906,-0.18237305,0.94970703,0.09057617,-0.16186523
0.9831543,0.041992188,-0.16699219,0.94970703,0.09057617,-0.16186523
0.99243164,0.05078125,-0.14624023,0.9831543,0.041992188,-0.16699219
0.9953613,0.18408203,-0.13012695,0.99243164,0.05078125,-0.14624023
0.97753906,0.2788086,-0.10205078,0.99243164,0.05078125,-0.14624023
0.9604492,0.3474121,-0.056396484,0.97753906,0.2788086,-0.10205078
0.92871094,0.33447266,-0.05102539,0.9604492,0.3474121,-0.056396484
0.94628906,0.3017578,-0.057128906,0.9604492,0.3474121,-0.056396484
0.9892578,0.20898438,-0.0625,0.94628906,0.3017578,-0.057128906
0.9682617,0.15112305,-0.05834961,0.9892578,0.20898438,-0.0625
0.9428711,0.15356445,-0.047851563,0.9892578,0.20898438,-0.0625
0.9367676,0.1875,-0.026123047,0.9428711,0.15356445,-0.047851563
0.9194336,0.19873047,-0.01977539,0.9367676,0.1875,-0.026123047
0.9165039,0.19726563,-0.029785156,0.9367676,0.1875,-0.026123047
0.9128418,0.20874023,-0.04711914,0.9165039,0.19726563,-0.029785156
0.89208984,0.24633789,-0.053222656,0.9128418,0.20874023,-0.04711914
0.91381836,0.28930664,-0.06713867,0.9128418,0.20874023,-0.04711914
0.97314453,0.37280273,-0.09692383,0.91381836,0.28930664,-0.06713867
0.95825195,0.34936523,-0.08251953,0.97314453,0.37280273,-0.09692383
0.95532227,0.32543945,-0.08105469,0.95825195,0.34936523,-0.08251953
0.9345703,0.28735352,-0.11303711,0.95532227,0.32543945,-0.08105469
0.9265137,0.26098633,-0.15722656,0.9345703,0.28735352,-0.11303711
0.951416,0.296875,-0.17114258,0.9265137,0.26098633,-0.15722656
0.9929199,0.35424805,-0.2199707,0.951416,0.296875,-0.17114258
0.9484863,0.40698242,-0.23657227,0.9929199,0.35424805,-0.2199707
0.939209,0.40429688,-0.19873047,0.9484863,0.40698242,-0.23657227
0.954834,0.40478516,-0.23022461,0.939209,0.40429688,-0.19873047
0.97216797,0.43408203,-0.31811523,0.954834,0.40478516,-0.23022461
0.9892578,0.43847656,-0.3569336,0.97216797,0.43408203,-0.31811523
0.9897461,0.48510742,-0.41259766,0.9892578,0.43847656,-0.3569336
0.9633789,0.52612305,-0.41479492,0.9897461,0.48510742,-0.41259766
0.9562988,0.4975586,-0.4189453,0.9633789,0.52612305,-0.41479492
0.9433594,0.5136719,-0.46899414,0.9562988,0.4975586,-0.4189453
0.9411621,0.59033203,-0.47460938,0.9433594,0.5136719,-0.46899414
0.95288086,0.63378906,-0.49243164,0.9411621,0.59033203,-0.47460938
0.97216797,0.66503906,-0.48950195,0.95288086,0.63378906,-0.49243164
0.94140625,0.61450195,-0.4658203,0.97216797,0.66503906,-0.48950195
0.92163086,0.6323242,-0.44213867,0.94140625,0.61450195,-0.4658203
0.8823242,0.60913086,-0.40063477,0.92163086,0.6323242,-0.44213867
0.890625,0.6489258,-0.46801758,0.8823242,0.60913086,-0.40063477
0.8869629,0.7338867,-0.48339844,0.890625,0.6489258,-0.46801758
0.88842773,0.8034668,-0.46069336,0.8869629,0.7338867,-0.48339844
0.9160156,0.75927734,-0.46411133,0.88842773,0.8034668,-0.46069336
0.9350586,0.7788086,-0.45141602,0.9160156,0.75927734,-0.46411133
0.9267578,0.8149414,-0.46850586,0.9350586,0.7788086,-0.45141602
0.8955078,0.76904297,-0.5283203,0.9267578,0.8149414,-0.46850586
0.8635254,0.8010254,-0.57006836,0.8955078,0.76904297,-0.5283203
0.78637695,0.8498535,-0.6298828,0.8635254,0.8010254,-0.57006836
0.7602539,0.921875,-0.67822266,0.78637695,0.8498535,-0.6298828
0.7727051,0.9580078,-0.6928711,0.7602539,0.921875,-0.67822266
0.8054199,1.0202637,-0.6484375,0.7727051,0.9580078,-0.6928711
0.7692871,1.0683594,-0.5378418,0.8054199,1.0202637,-0.6484375
0.7368164,1.1174316,-0.5366211,0.8054199,1.0202637,-0.6484375
0.7050781,1.1467285,-0.63500977,0.7368164,1.1174316,-0.5366211
0.6994629,1.1120605,-0.73217773,0.7050781,1.1467285,-0.63500977
0.6953125,1.1682129,-0.67285156,0.7050781,1.1467285,-0.63500977
0.67626953,1.2641602,-0.55444336,0.6953125,1.1682129,-0.67285156
0.6813965,1.2407227,-0.55737305,0.67626953,1.2641602,-0.55444336
0.66845703,1.2141113,-0.62353516,0.67626953,1.2641602,-0.55444336
0.6298828,1.2355957,-0.58691406,0.66845703,1.2141113,-0.62353516
0.5498047,1.2351074,-0.49414063,0.6298828,1.2355957,-0.58691406
0.5163574,1.2165527,-0.4958496,0.6298828,1.2355957,-0.58691406
0.5202637,1.0310059,-0.529541,0.5163574,1.2165527,-0.4958496
0.5336914,1.0429688,-0.52905273,0.5202637,1.0310059,-0.529541
0.49145508,1.0974121,-0.44628906,0.5202637,1.0310059,-0.529541
0.37548828,1.0083008,-0.38867188,0.49145508,1.0974121,-0.44628906
0.34472656,0.8232422,-0.52783203,0.37548828,1.0083008,-0.38867188
0.3010254,0.8305664,-0.5605469,0.37548828,1.0083008,-0.38867188
0.26000977,0.8261719,-0.46704102,0.3010254,0.8305664,-0.5605469
0.25854492,0.85302734,-0.41430664,0.26000977,0.8261719,-0.46704102
0.13500977,0.76953125,-0.4111328,0.26000977,0.8261719,-0.46704102
0.042236328,0.65600586,-0.49975586,0.13500977,0.76953125,-0.4111328
0.15405273,0.6308594,-0.4453125,0.042236328,0.65600586,-0.49975586
0.12158203,0.6281738,-0.3984375,0.042236328,0.65600586,-0.49975586
-0.013916016,0.46948242,-0.38916016,0.12158203,0.6281738,-0.3984375
-0.44189453,0.25219727,-0.64038086,-0.013916016,0.46948242,-0.38916016
-0.31567383,0.36279297,-0.4423828,-0.44189453,0.25219727,-0.64038086
-0.12426758,0.46142578,-0.49560547,-0.31567383,0.36279297,-0.4423828
0.20776367,0.19433594,-0.50756836,-0.12426758,0.46142578,-0.49560547
0.024902344,0.1875,-0.453125,0.20776367,0.19433594,-0.50756836
-0.18115234,0.061279297,-0.28222656,0.024902344,0.1875,-0.453125
-0.2211914,-0.12670898,-0.27001953,-0.18115234,0.061279297,-0.28222656
-0.25610352,-0.21850586,-0.3112793,-0.2211914,-0.12670898,-0.27001953
-0.1965332,-0.4104004,-0.3486328,-0.25610352,-0.21850586,-0.3112793
-0.15771484,-0.41723633,-0.28125,-0.1965332,-0.4104004,-0.3486328
-0.16357422,-0.41235352,-0.20214844,-0.15771484,-0.41723633,-0.28125
-0.18115234,-0.42285156,-0.07861328,-0.16357422,-0.41235352,-0.20214844
-0.16210938,-0.67700195,-0.029785156,-0.18115234,-0.42285156,-0.07861328
-0.14819336,-0.7314453,-0.011962891,-0.16210938,-0.67700195,-0.029785156
-0.12060547,-0.76660156,-0.025878906,-0.14819336,-0.7314453,-0.011962891
-0.12939453,-0.88134766,0.060791016,-0.12060547,-0.76660156,-0.025878906
-0.118896484,-1.0637207,0.083740234,-0.12939453,-0.88134766,0.060791016
-0.072265625,-1.2617188,0.028320313,-0.118896484,-1.0637207,0.083740234
-0.006103516,-1.1965332,0.009521484,-0.072265625,-1.2617188,0.028320313
0.014404297,-1.1635742,0.01977539,-0.006103516,-1.1965332,0.009521484
0.026855469,-1.0756836,0.056640625,0.014404297,-1.1635742,0.01977539
-0.012451172,-1.1472168,0.11816406,0.026855469,-1.0756836,0.056640625
-0.049804688,-1.2451172,0.099365234,-0.012451172,-1.1472168,0.11816406
-0.041748047,-1.3000488,-0.045410156,-0.049804688,-1.2451172,0.099365234
0.039794922,-1.2192383,-0.10424805,-0.041748047,-1.3000488,-0.045410156
0.03125,-1.2495117,-0.08154297,0.039794922,-1.2192383,-0.10424805
-0.075927734,-1.3012695,0.005615234,0.03125,-1.2495117,-0.08154297
-0.13720703,-1.3330078,-0.029785156,-0.075927734,-1.3012695,0.005615234
-0.12670898,-1.338623,-0.06982422,-0.13720703,-1.3330078,-0.029785156
-0.07128906,-1.3164063,-0.08496094,-0.12670898,-1.338623,-0.06982422
-0.07910156,-1.2626953,0.03857422,-0.07128906,-1.3164063,-0.08496094
-0.095214844,-1.2709961,0.06738281,-0.07910156,-1.2626953,0.03857422
-0.08154297,-1.197998,0.018310547,-0.095214844,-1.2709961,0.06738281
-0.08129883,-1.2199707,-0.011962891,-0.08154297,-1.197998,0.018310547
-0.095703125,-1.2490234,-0.037353516,-0.08154297,-1.197998,0.018310547
-0.11987305,-1.2104492,-0.059326172,-0.095703125,-1.2490234,-0.037353516
-0.12036133,-1.1887207,-0.06591797,-0.11987305,-1.2104492,-0.059326172
-0.13598633,-1.1728516,-0.07836914,-0.11987305,-1.2104492,-0.059326172
-0.17163086,-1.1425781,-0.083740234,-0.13598633,-1.1728516,-0.07836914
-0.20678711,-1.0778809,-0.056640625,-0.17163086,-1.1425781,-0.083740234
-0.22216797,-1.0368652,-0.059814453,-0.17163086,-1.1425781,-0.083740234
-0.2614746,-0.9111328,-0.107177734,-0.22216797,-1.0368652,-0.059814453
-0.31762695,-0.78149414,-0.111816406,-0.2614746,-0.9111328,-0.107177734
-0.36572266,-0.7314453,-0.11035156,-0.2614746,-0.9111328,-0.107177734
-0.43554688,-0.67163086,-0.068847656,-0.36572266,-0.7314453,-0.11035156
-0.45703125,-0.6140137,-0.06616211,-0.43554688,-0.67163086,-0.068847656
-0.4736328,-0.5673828,-0.053710938,-0.43554688,-0.67163086,-0.068847656
-0.52905273,-0.56152344,-0.14282227,-0.4736328,-0.5673828,-0.053710938
-0.5786133,-0.5019531,-0.22265625,-0.52905273,-0.56152344,-0.14282227
-0.59033203,-0.4711914,-0.22729492,-0.52905273,-0.56152344,-0.14282227
-0.62841797,-0.35351563,-0.20483398,-0.59033203,-0.4711914,-0.22729492
-0.64941406,-0.21411133,-0.23339844,-0.62841797,-0.35351563,-0.20483398
-0.65112305,-0.1472168,-0.25976563,-0.62841797,-0.35351563,-0.20483398
-0.6867676,-0.07714844,-0.31274414,-0.65112305,-0.1472168,-0.25976563
-0.7163086,-0.012695313,-0.31176758,-0.6867676,-0.07714844,-0.31274414
-0.73461914,0.030029297,-0.31518555,-0.6867676,-0.07714844,-0.31274414
-0.736084,0.1340332,-0.3227539,-0.73461914,0.030029297,-0.31518555
-0.7597656,0.26660156,-0.29785156,-0.736084,0.1340332,-0.3227539
-0.7922363,0.2734375,-0.2854004,-0.7597656,0.26660156,-0.29785156
-0.77124023,0.29370117,-0.29003906,-0.7922363,0.2734375,-0.2854004
-0.7373047,0.36376953,-0.2692871,-0.77124023,0.29370117,-0.29003906
-0.76660156,0.39379883,-0.23828125,-0.7373047,0.36376953,-0.2692871
-0.7961426,0.4440918,-0.19091797,-0.76660156,0.39379883,-0.23828125
-0.7458496,0.61987305,-0.15454102,-0.7961426,0.4440918,-0.19091797
-0.6899414,0.66967773,-0.14819336,-0.7458496,0.61987305,-0.15454102
-0.6948242,0.6508789,-0.14233398,-0.6899414,0.66967773,-0.14819336
-0.66748047,0.67163086,-0.13720703,-0.6948242,0.6508789,-0.14233398
-0.64819336,0.6569824,-0.10229492,-0.66748047,0.67163086,-0.13720703
-0.60913086,0.86816406,-0.051513672,-0.64819336,0.6569824,-0.10229492
-0.57666016,1.3896484,-0.011962891,-0.60913086,0.86816406,-0.051513672
-0.611084,1.5192871,0.033447266,-0.57666016,1.3896484,-0.011962891
-0.6557617,1.4887695,0.10107422,-0.611084,1.5192871,0.033447266
-0.62719727,1.079834,0.13964844,-0.6557617,1.4887695,0.10107422
-0.65185547,1.0183105,0.15893555,-0.62719727,1.079834,0.13964844
-0.64038086,1.0700684,0.2109375,-0.65185547,1.0183105,0.15893555
-0.66918945,1.347168,0.31762695,-0.64038086,1.0700684,0.2109375
-0.65405273,1.479248,0.34448242,-0.66918945,1.347168,0.31762695
-0.63916016,1.534668,0.3215332,-0.65405273,1.479248,0.34448242
-0.6369629,1.4399414,0.3059082,-0.63916016,1.534668,0.3215332
-0.63061523,1.3654785,0.31030273,-0.6369629,1.4399414,0.3059082
-0.6357422,1.1787109,0.35083008,-0.63061523,1.3654785,0.31030273
-0.638916,1.0410156,0.35302734,-0.6357422,1.1787109,0.35083008
-0.6484375,1.0773926,0.33398438,-0.638916,1.0410156,0.35302734
-0.5917969,1.1057129,0.25219727,-0.6484375,1.0773926,0.33398438
-0.5773926,1.0979004,0.17675781,-0.5917969,1.1057129,0.25219727
-0.60058594,1.0847168,0.18334961,-0.5773926,1.0979004,0.17675781
-0.6040039,1.0661621,0.13378906,-0.60058594,1.0847168,0.18334961
-0.5756836,1.0012207,0.08081055,-0.6040039,1.0661621,0.13378906
-0.57666016,0.9157715,0.033203125,-0.5756836,1.0012207,0.08081055
-0.5559082,0.7783203,-0.076171875,-0.57666016,0.9157715,0.033203125
-0.5559082,0.6557617,-0.13354492,-0.5559082,0.7783203,-0.076171875
-0.564209,0.5761719,-0.15332031,-0.5559082,0.7783203,-0.076171875
-0.61865234,0.3996582,-0.24584961,-0.564209,0.5761719,-0.15332031
-0.59594727,0.28979492,-0.32641602,-0.61865234,0.3996582,-0.24584961
-0.57250977,0.22802734,-0.34423828,-0.61865234,0.3996582,-0.24584961
-0.5168457,0.018066406,-0.35180664,-0.57250977,0.22802734,-0.34423828
-0.51416016,-0.15405273,-0.34521484,-0.5168457,0.018066406,-0.35180664
-0.4880371,-0.20605469,-0.31591797,-0.5168457,0.018066406,-0.35180664
-0.47827148,-0.32299805,-0.2800293,-0.4880371,-0.20605469,-0.31591797
-0.40014648,-0.4555664,-0.22192383,-0.47827148,-0.32299805,-0.2800293
-0.3930664,-0.53344727,-0.18164063,-0.47827148,-0.32299805,-0.2800293
-0.44018555,-0.73095703,-0.13671875,-0.3930664,-0.53344727,-0.18164063
-0.4658203,-0.8496094,-0.17333984,-0.44018555,-0.73095703,-0.13671875
-0.4519043,-0.9638672,-0.21435547,-0.44018555,-0.73095703,-0.13671875
-0.3720703,-0.95214844,-0.09716797,-0.4519043,-0.9638672,-0.21435547
-0.21142578,-1.0651855,0.17211914,-0.3720703,-0.95214844,-0.09716797
-0.1640625,-1.1679688,0.17675781,-0.3720703,-0.95214844,-0.09716797
-0.14160156,-1.1843262,0.23266602,-0.1640625,-1.1679688,0.17675781
-0.20263672,-1.1591797,0.06982422,-0.14160156,-1.1843262,0.23266602
-0.15014648,-1.1381836,-0.045898438,-0.14160156,-1.1843262,0.23266602
0.06347656,-1.060791,-0.052978516,-0.15014648,-1.1381836,-0.045898438
-0.0715332,-1.2575684,0.022705078,0.06347656,-1.060791,-0.052978516
-0.23364258,-1.4580078,0.014160156,-0.0715332,-1.2575684,0.022705078
-0.37036133,-1.3771973,-0.047851563,-0.23364258,-1.4580078,0.014160156
-0.24633789,-1.380127,-0.076660156,-0.37036133,-1.3771973,-0.047851563
-0.23999023,-1.3190918,-0.09082031,-0.24633789,-1.380127,-0.076660156
-0.2607422,-1.369873,-0.09716797,-0.23999023,-1.3190918,-0.09082031
-0.26660156,-1.6118164,-0.18920898,-0.2607422,-1.369873,-0.09716797
-0.24560547,-1.6713867,-0.26464844,-0.26660156,-1.6118164,-0.18920898
-0.18969727,-1.6606445,-0.3635254,-0.24560547,-1.6713867,-0.26464844
-0.16210938,-1.6296387,-0.3708496,-0.18969727,-1.6606445,-0.3635254
-0.15942383,-1.6247559,-0.3569336,-0.16210938,-1.6296387,-0.3708496
-0.12402344,-1.4287109,-0.25610352,-0.15942383,-1.6247559,-0.3569336
-0.09106445,-1.3449707,-0.1875,-0.12402344,-1.4287109,-0.25610352
-0.11694336,-1.3374023,-0.18847656,-0.09106445,-1.3449707,-0.1875
-0.18115234,-1.295166,-0.21118164,-0.11694336,-1.3374023,-0.18847656
-0.17675781,-1.1435547,-0.20483398,-0.18115234,-1.295166,-0.21118164
-0.17456055,-1.0593262,-0.2355957,-0.17675781,-1.1435547,-0.20483398
-0.11645508,-0.8408203,-0.23510742,-0.17456055,-1.0593262,-0.2355957
-0.12719727,-0.74975586,-0.20117188,-0.11645508,-0.8408203,-0.23510742
-0.14672852,-0.6760254,-0.1862793,-0.12719727,-0.74975586,-0.20117188
-0.16870117,-0.47216797,-0.22070313,-0.14672852,-0.6760254,-0.1862793
-0.17944336,-0.24243164,-0.19238281,-0.16870117,-0.47216797,-0.22070313
-0.22167969,-0.17211914,-0.16967773,-0.17944336,-0.24243164,-0.19238281
-0.3203125,-0.18261719,-0.15454102,-0.22167969,-0.17211914,-0.16967773
-0.31323242,-0.13867188,-0.18725586,-0.3203125,-0.18261719,-0.15454102
-0.27319336,-0.046875,-0.1899414,-0.31323242,-0.13867188,-0.18725586
-0.24438477,0.20654297,-0.11743164,-0.27319336,-0.046875,-0.1899414
-0.3125,0.29248047,-0.107666016,-0.24438477,0.20654297,-0.11743164
-0.30566406,0.28466797,-0.1340332,-0.3125,0.29248047,-0.107666016
-0.23999023,0.23828125,-0.16845703,-0.30566406,0.28466797,-0.1340332
-0.13769531,0.4555664,-0.22973633,-0.23999023,0.23828125,-0.16845703
-0.07470703,0.6320801,-0.21533203,-0.13769531,0.4555664,-0.22973633
-0.07104492,1.0852051,-0.11254883,-0.07470703,0.6320801,-0.21533203
-0.2097168,1.6108398,0.07006836,-0.07104492,1.0852051,-0.11254883
-0.28393555,1.6726074,0.1262207,-0.2097168,1.6108398,0.07006836
-0.2824707,1.1696777,0.099365234,-0.28393555,1.6726074,0.1262207
-0.28125,1.0649414,0.119384766,-0.2824707,1.1696777,0.099365234
-0.26098633,1.0776367,0.14770508,-0.2824707,1.1696777,0.099365234
-0.18017578,1.121582,0.21264648,-0.26098633,1.0776367,0.14770508
-0.31762695,1.7666016,0.26879883,-0.18017578,1.121582,0.21264648
-0.38867188,2.095459,0.37304688,-0.18017578,1.121582,0.21264648
-0.42211914,2.147705,0.39526367,-0.38867188,2.095459,0.37304688
-0.40161133,1.84375,0.23364258,-0.42211914,2.147705,0.39526367
-0.46875,2.0585938,0.32958984,-0.42211914,2.147705,0.39526367
-0.53344727,2.3205566,0.5317383,-0.46875,2.0585938,0.32958984
-0.3857422,2.2814941,0.52685547,-0.53344727,2.3205566,0.5317383
-0.33447266,2.157959,0.46704102,-0.53344727,2.3205566,0.5317383
-0.3894043,1.9367676,0.3791504,-0.33447266,2.157959,0.46704102
-0.39746094,1.9091797,0.44091797,-0.3894043,1.9367676,0.3791504
-0.36938477,1.9943848,0.4440918,-0.3894043,1.9367676,0.3791504
-0.29101563,2.03125,0.37426758,-0.36938477,1.9943848,0.4440918
-0.23852539,1.7758789,0.29882813,-0.29101563,2.03125,0.37426758
-0.23876953,1.6784668,0.27685547,-0.29101563,2.03125,0.37426758
-0.16503906,1.5510254,0.15454102,-0.23876953,1.6784668,0.27685547
-0.09301758,1.4487305,0.056640625,-0.16503906,1.5510254,0.15454102
-0.11987305,1.3947754,0.048583984,-0.16503906,1.5510254,0.15454102
-0.09399414,1.1577148,0.006591797,-0.11987305,1.3947754,0.048583984
-0.05029297,1.0178223,-0.1430664,-0.09399414,1.1577148,0.006591797
-0.022949219,0.9567871,-0.1899414,-0.05029297,1.0178223,-0.1430664
-0.016357422,0.7331543,-0.20776367,-0.022949219,0.9567871,-0.1899414
-0.03173828,0.4423828,-0.21459961,-0.016357422,0.7331543,-0.20776367
-0.03173828,0.3569336,-0.26635742,-0.03173828,0.4423828,-0.21459961
0.01953125,0.2475586,-0.33251953,-0.03173828,0.3569336,-0.26635742
0.063964844,-0.020263672,-0.30737305,0.01953125,0.2475586,-0.33251953
0.036865234,-0.19726563,-0.26391602,0.063964844,-0.020263672,-0.30737305
-0.0769043,-0.46777344,-0.15942383,0.036865234,-0.19726563,-0.26391602
-0.08178711,-0.4033203,-0.19604492,-0.0769043,-0.46777344,-0.15942383
-0.049072266,-0.42260742,-0.19995117,-0.08178711,-0.4033203,-0.19604492
-0.016845703,-0.8195801,-0.08911133,-0.049072266,-0.42260742,-0.19995117
0.016601563,-0.9152832,-0.061279297,-0.016845703,-0.8195801,-0.08911133
0.013183594,-0.8105469,-0.044921875,0.016601563,-0.9152832,-0.061279297
-0.09667969,-0.89331055,0.31420898,0.013183594,-0.8105469,-0.044921875
-0.111328125,-1.5939941,0.2644043,-0.09667969,-0.89331055,0.31420898
-0.18066406,-1.6132813,0.2163086,-0.111328125,-1.5939941,0.2644043
-0.08251953,-1.3535156,0.1665039,-0.18066406,-1.6132813,0.2163086
0.1003418,-1.2177734,0.20776367,-0.08251953,-1.3535156,0.1665039
0.107421875,-1.3166504,0.36328125,0.1003418,-1.2177734,0.20776367
-0.15551758,-1.9052734,0.39453125,0.107421875,-1.3166504,0.36328125
-0.29956055,-1.734375,0.28588867,-0.15551758,-1.9052734,0.39453125
-0.16381836,-1.5900879,0.2553711,-0.29956055,-1.734375,0.28588867
0.022216797,-1.489502,0.32788086,-0.16381836,-1.5900879,0.2553711
-0.12084961,-1.6503906,0.42163086,0.022216797,-1.489502,0.32788086
-0.19848633,-1.6577148,0.42529297,-0.12084961,-1.6503906,0.42163086
-0.12817383,-1.6506348,0.41235352,-0.19848633,-1.6577148,0.42529297
0.004150391,-1.5466309,0.34960938,-0.12817383,-1.6506348,0.41235352
0.003173828,-1.4943848,0.3112793,0.004150391,-1.5466309,0.34960938
-0.06616211,-1.4716797,0.31420898,0.003173828,-1.4943848,0.3112793
-0.095947266,-1.3664551,0.31225586,-0.06616211,-1.4716797,0.31420898
-0.10083008,-1.329834,0.25927734,-0.095947266,-1.3664551,0.31225586
-0.07104492,-1.2182617,0.16699219,-0.10083008,-1.329834,0.25927734
-0.071777344,-1.0908203,0.13916016,-0.07104492,-1.2182617,0.16699219
-0.10522461,-1.032959,0.14746094,-0.07104492,-1.2182617,0.16699219
-0.10058594,-0.9394531,0.10424805,-0.10522461,-1.032959,0.14746094
-0.01171875,-0.7219238,0.0715332,-0.10058594,-0.9394531,0.10424805
0.005615234,-0.58569336,0.068115234,-0.10058594,-0.9394531,0.10424805
-0.055419922,-0.43359375,0.06738281,0.005615234,-0.58569336,0.068115234
-0.106933594,-0.41430664,0.041259766,-0.055419922,-0.43359375,0.06738281
-0.08666992,-0.4111328,0.041748047,-0.055419922,-0.43359375,0.06738281
-0.033691406,-0.32958984,0.026855469,-0.08666992,-0.4111328,0.041748047
-0.037109375,-0.2697754,-0.08544922,-0.033691406,-0.32958984,0.026855469
-0.045898438,-0.24780273,-0.1418457,-0.033691406,-0.32958984,0.026855469
-0.05859375,-0.08154297,-0.20410156,-0.045898438,-0.24780273,-0.1418457
-0.036376953,0.26293945,-0.19604492,-0.05859375,-0.08154297,-0.20410156
-0.025878906,0.47802734,-0.16845703,-0.05859375,-0.08154297,-0.20410156
-0.15258789,0.66552734,-0.2878418,-0.025878906,0.47802734,-0.16845703
-0.10864258,0.71533203,-0.36132813,-0.15258789,0.66552734,-0.2878418
-0.014404297,0.8244629,-0.31445313,-0.15258789,0.66552734,-0.2878418
0.08300781,1.0490723,-0.21044922,-0.014404297,0.8244629,-0.31445313
0.038085938,1.1044922,-0.2524414,0.08300781,1.0490723,-0.21044922
0.080566406,1.1794434,-0.22485352,0.08300781,1.0490723,-0.21044922
0.13500977,1.4882813,-0.08178711,0.080566406,1.1794434,-0.22485352
0.119140625,1.5766602,-0.107910156,0.13500977,1.4882813,-0.08178711
0.1772461,1.4733887,-0.12036133,0.13500977,1.4882813,-0.08178711
0.19140625,1.5039063,-0.12719727,0.1772461,1.4733887,-0.12036133
-0.013916016,1.8894043,-0.08178711,0.19140625,1.5039063,-0.12719727
